date,symbol,close,volume,liquidity_vnd,industry
2024-06-10,ELC,22730.0,1661200,37759076000,Công nghệ & Viễn thông
2024-06-10,VIC,21720.0,1582400,34369728000,Họ Vingroup
2024-06-10,VHM,38900.0,6320000,245848000000,Họ Vingroup
2024-06-10,VRE,22100.0,5855400,129404340000,Họ Vingroup
2024-06-10,KLB,7820.0,60300,471546000,Ngân hàng
2024-06-10,NVB,10000.0,191609,1916090000,Ngân hàng
2024-06-10,BVB,11180.0,1516136,16950400480,Ngân hàng
2024-06-10,SGB,12490.0,622,7768780,Ngân hàng
2024-06-10,PGB,12920.0,4872,62946240,Ngân hàng
2024-06-10,ABB,7930.0,2468147,19572405710,Ngân hàng
2024-06-10,VAB,6890.0,415808,2864917120,Ngân hàng
2024-06-10,NVL,14700.0,9670300,142153410000,Bất động sản & KCN
2024-06-10,KDH,30810.0,2514400,77468664000,Bất động sản & KCN
2024-06-10,NLG,38720.0,2275200,88095744000,Bất động sản & KCN
2024-06-10,DXG,13580.0,5949000,80787420000,Bất động sản & KCN
2024-06-10,DIG,24050.0,10417600,250543280000,Bất động sản & KCN
2024-06-10,PDR,23610.0,6075500,143442555000,Bất động sản & KCN
2024-06-10,KBC,31700.0,4843300,153532610000,Bất động sản & KCN
2024-06-10,IDC,50530.0,1974406,99766735180,Bất động sản & KCN
2024-06-10,VGC,51330.0,554200,28447086000,Bất động sản & KCN
2024-06-10,SZC,41260.0,1365300,56332278000,Bất động sản & KCN
2024-06-10,CEO,16760.0,3572980,59883144800,Bất động sản & KCN
2024-06-10,HDG,27710.0,8477100,234900441000,Bất động sản & KCN
2024-06-10,BCM,61290.0,723800,44361702000,Bất động sản & KCN
2024-06-10,NTL,20910.0,1215200,25409832000,Bất động sản & KCN
2024-06-10,IJC,12670.0,5384900,68226683000,Bất động sản & KCN
2024-06-10,TDC,9000.0,179800,1618200000,Bất động sản & KCN
2024-06-10,SCR,7160.0,1793400,12840744000,Bất động sản & KCN
2024-06-10,CRE,8140.000000000001,226500,1843710000,Bất động sản & KCN
2024-06-10,KHG,5890.0,3138400,18485176000,Bất động sản & KCN
2024-06-10,HQC,4120.0,4408900,18164668000,Bất động sản & KCN
2024-06-10,TCH,16280.000000000002,8482600,138096728000,Bất động sản & KCN
2024-06-10,DXS,8300.0,3336200,27690460000,Bất động sản & KCN
2024-06-10,NBB,24600.0,10800,265680000,Bất động sản & KCN
2024-06-10,SJS,24260.0,87100,2113046000,Bất động sản & KCN
2024-06-10,SIP,66480.0,552200,36710256000,Bất động sản & KCN
2024-06-10,NTC,217950.0,5800,1264110000,Bất động sản & KCN
2024-06-10,SNZ,35360.0,1101,38931360,Bất động sản & KCN
2024-06-10,TIG,14900.0,5338857,79548969300,Bất động sản & KCN
2024-06-10,IDV,28830.0,49940,1439770200,Bất động sản & KCN
2024-06-10,DTD,25450.0,717018,18248108100,Bất động sản & KCN
2024-06-10,L14,37640.0,158139,5952351960,Bất động sản & KCN
2024-06-10,HDC,24290.0,3569900,86712871000,Bất động sản & KCN
2024-06-10,VPI,48720.0,1081800,52705296000,Bất động sản & KCN
2024-06-10,TIP,20970.0,405900,8511723000,Bất động sản & KCN
2024-06-10,D2D,30740.0,43300,1331042000,Bất động sản & KCN
2024-06-10,QCG,14700.0,620300,9118410000,Bất động sản & KCN
2024-06-10,LHG,32380.000000000004,131500,4257970000,Bất động sản & KCN
2024-06-10,KOS,39300.0,375400,14753220000,Bất động sản & KCN
2024-06-10,CSC,27090.0,77302,2094111180,Bất động sản & KCN
2024-06-10,SGR,28200.0,343600,9689520000,Bất động sản & KCN
2024-06-10,IDJ,7800.0,2193845,17111991000,Bất động sản & KCN
2024-06-10,AGG,21320.0,924100,19701812000,Bất động sản & KCN
2024-06-10,CKG,19260.0,306200,5897412000,Bất động sản & KCN
2024-06-10,LDG,3020.0,4432000,13384640000,Bất động sản & KCN
2024-06-10,ITC,11200.0,755100,8457120000,Bất động sản & KCN
2024-06-10,VNM,59540.0,4564100,271746514000,Thực phẩm & Nông nghiệp
2024-06-10,MSN,77100.0,5324000,410480400000,Thực phẩm & Nông nghiệp
2024-06-10,SAB,57020.0,2027900,115630858000,Thực phẩm & Nông nghiệp
2024-06-10,KDC,63020.0,1076300,67828426000,Thực phẩm & Nông nghiệp
2024-06-10,QNS,42920.0,718676,30845573920,Thực phẩm & Nông nghiệp
2024-06-10,DBC,26910.0,7335400,197395614000,Thực phẩm & Nông nghiệp
2024-06-10,PAN,23060.0,1411700,32553802000,Thực phẩm & Nông nghiệp
2024-06-10,BAF,22500.0,5133300,115499250000,Thực phẩm & Nông nghiệp
2024-06-10,VHC,71430.0,2397100,171224853000,Thực phẩm & Nông nghiệp
2024-06-10,ANV,16930.0,3636700,61569331000,Thực phẩm & Nông nghiệp
2024-06-10,IDI,10570.0,7208300,76191731000,Thực phẩm & Nông nghiệp
2024-06-10,FMC,46260.0,92000,4255920000,Thực phẩm & Nông nghiệp
2024-06-10,MPC,17690.0,419798,7426226620,Thực phẩm & Nông nghiệp
2024-06-10,ASM,10250.0,6526100,66892525000,Thực phẩm & Nông nghiệp
2024-06-10,LSS,10580.0,1523200,16115456000,Thực phẩm & Nông nghiệp
2024-06-10,SLS,142230.0,5332,758370360,Thực phẩm & Nông nghiệp
2024-06-10,MCH,107930.0,403472,43546732960,Thực phẩm & Nông nghiệp
2024-06-10,HAG,14000.0,17101200,239416800000,Thực phẩm & Nông nghiệp
2024-06-10,HNG,5300.0,16925100,89703030000,Thực phẩm & Nông nghiệp
2024-06-10,MML,36700.0,280040,10277468000,Thực phẩm & Nông nghiệp
2024-06-10,VOC,18000.0,49128,884304000,Thực phẩm & Nông nghiệp
2024-06-10,MCM,45010.0,432444,19464304440,Thực phẩm & Nông nghiệp
2024-06-10,VCF,174750.0,900,157275000,Thực phẩm & Nông nghiệp
2024-06-10,NSC,67800.0,300,20340000,Thực phẩm & Nông nghiệp
2024-06-10,VLC,21300.0,1092504,23270335200,Thực phẩm & Nông nghiệp
2024-06-10,ACL,12550.0,119700,1502235000,Thực phẩm & Nông nghiệp
2024-06-10,CMX,9920.0,1550400,15379968000,Thực phẩm & Nông nghiệp
2024-06-10,APF,50050.0,14500,725725000,Thực phẩm & Nông nghiệp
2024-06-10,HPG,23960.0,20259700,485422412000,Tài nguyên Cơ bản
2024-06-10,HSG,17910.0,17423800,312060258000,Tài nguyên Cơ bản
2024-06-10,NKG,20630.0,9621800,198497734000,Tài nguyên Cơ bản
2024-06-10,SMC,14150.0,625500,8850825000,Tài nguyên Cơ bản
2024-06-10,TLH,8050.000000000001,731400,5887770000,Tài nguyên Cơ bản
2024-06-10,KSB,23350.0,4641800,108386030000,Tài nguyên Cơ bản
2024-06-10,DHA,41220.0,75000,3091500000,Tài nguyên Cơ bản
2024-06-10,VLB,32250.0,146915,4738008750,Tài nguyên Cơ bản
2024-06-10,HT1,11880.0,240300,2854764000,Tài nguyên Cơ bản
2024-06-10,BCC,8200.0,124609,1021793800,Tài nguyên Cơ bản
2024-06-10,BMP,95930.0,143700,13785141000,Tài nguyên Cơ bản
2024-06-10,NTP,42150.0,200799,8463677850,Tài nguyên Cơ bản
2024-06-10,PTB,48300.0,353200,17059560000,Tài nguyên Cơ bản
2024-06-10,TTF,4160.0,1334000,5549440000,Tài nguyên Cơ bản
2024-06-10,VGS,32500.0,711278,23116535000,Tài nguyên Cơ bản
2024-06-10,TIS,4500.0,55810,251145000,Tài nguyên Cơ bản
2024-06-10,DTL,13400.0,200,2680000,Tài nguyên Cơ bản
2024-06-10,VCS,68370.0,566678,38743774860,Tài nguyên Cơ bản
2024-06-10,ACG,40490.0,18000,728820000,Tài nguyên Cơ bản
2024-06-10,MSR,16600.0,1653767,27452532200,Tài nguyên Cơ bản
2024-06-10,DHC,33270.0,388200,12915414000,Tài nguyên Cơ bản
2024-06-10,VPG,15490.0,756900,11724381000,Tài nguyên Cơ bản
2024-06-10,TVD,12280.0,86436,1061434080,Tài nguyên Cơ bản
2024-06-10,CST,22290.0,94445,2105179050,Tài nguyên Cơ bản
2024-06-10,NBC,12050.0,332051,4001214550,Tài nguyên Cơ bản
2024-06-10,SSI,24550.0,13313100,326836605000,Dịch vụ Tài chính
2024-06-10,VND,16730.0,11055100,184951823000,Dịch vụ Tài chính
2024-06-10,VCI,26680.0,3794400,101234592000,Dịch vụ Tài chính
2024-06-10,VNR,19450.0,12730,247598500,Dịch vụ Tài chính
2024-06-10,BVS,45500.0,760466,34601203000,Dịch vụ Tài chính
2024-06-10,TCI,11550.0,334600,3864630000,Dịch vụ Tài chính
2024-06-10,ABI,17400.0,76838,1336981200,Dịch vụ Tài chính
2024-06-10,EVS,7800.0,99970,779766000,Dịch vụ Tài chính
2024-06-10,VIG,7500.0,236772,1775790000,Dịch vụ Tài chính
2024-06-10,EVF,14330.0,10995400,157564082000,Dịch vụ Tài chính
2024-06-10,GAS,68850.0,1115800,76822830000,Năng lượng & Tiện ích
2024-06-10,PLX,40590.0,1542900,62626311000,Năng lượng & Tiện ích
2024-06-10,PVD,31100.0,4982700,154961970000,Năng lượng & Tiện ích
2024-06-10,PVS,40460.0,4407390,178322999400,Năng lượng & Tiện ích
2024-06-10,BSR,14070.0,5943765,83628773550,Năng lượng & Tiện ích
2024-06-10,POW,11300.0,16971400,191776820000,Năng lượng & Tiện ích
2024-06-10,NT2,21490.0,708400,15223516000,Năng lượng & Tiện ích
2024-06-10,PC1,22090.0,4357600,96259384000,Năng lượng & Tiện ích
2024-06-10,REE,45610.0,644000,29372840000,Năng lượng & Tiện ích
2024-06-10,BWE,42190.0,320600,13526114000,Năng lượng & Tiện ích
2024-06-10,TDM,46040.0,1700,78268000,Năng lượng & Tiện ích
2024-06-10,GEG,13820.0,1566900,21654558000,Năng lượng & Tiện ích
2024-06-10,QTP,13730.0,472023,6480875790,Năng lượng & Tiện ích
2024-06-10,HND,14420.0,17007,245240940,Năng lượng & Tiện ích
2024-06-10,VSH,43990.0,12100,532279000,Năng lượng & Tiện ích
2024-06-10,CHP,27920.0,39400,1100048000,Năng lượng & Tiện ích
2024-06-10,SBA,31090.0,24500,761705000,Năng lượng & Tiện ích
2024-06-10,OIL,11240.0,3590102,40352746480,Năng lượng & Tiện ích
2024-06-10,PVC,16270.0,1981105,32232578350,Năng lượng & Tiện ích
2024-06-10,PVB,31600.0,297324,9395438400,Năng lượng & Tiện ích
2024-06-10,CNG,31280.0,357300,11176344000,Năng lượng & Tiện ích
2024-06-10,PGC,14200.0,284200,4035640000,Năng lượng & Tiện ích
2024-06-10,TTA,7990.0,344500,2752555000,Năng lượng & Tiện ích
2024-06-10,TMP,66770.0,1800,120186000,Năng lượng & Tiện ích
2024-06-10,SHP,30670.0,6500,199355000,Năng lượng & Tiện ích
2024-06-10,GEX,15170.0,8236600,124949222000,Năng lượng & Tiện ích
2024-06-10,PPC,14080.0,1050600,14792448000,Năng lượng & Tiện ích
2024-06-10,TV2,50020.0,2306200,115356124000,Năng lượng & Tiện ích
2024-06-10,VCG,18440.0,5201800,95921192000,Xây dựng & Đầu tư công
2024-06-10,LCG,10730.0,2620900,28122257000,Xây dựng & Đầu tư công
2024-06-10,HHV,11820.0,6524100,77114862000,Xây dựng & Đầu tư công
2024-06-10,CII,14200.0,4105100,58292420000,Xây dựng & Đầu tư công
2024-06-10,CTD,65690.0,1831500,120311235000,Xây dựng & Đầu tư công
2024-06-10,HBC,7970.0,855000,6814350000,Xây dựng & Đầu tư công
2024-06-10,FCN,14880.0,879500,13086960000,Xây dựng & Đầu tư công
2024-06-10,C4G,10200.0,695914,7098322800,Xây dựng & Đầu tư công
2024-06-10,DPG,35400.0,1090500,38603700000,Xây dựng & Đầu tư công
2024-06-10,HUT,18110.0,2454893,44458112230,Xây dựng & Đầu tư công
2024-06-10,G36,7240.0,230981,1672302440,Xây dựng & Đầu tư công
2024-06-10,CTI,18200.0,710200,12925640000,Xây dựng & Đầu tư công
2024-06-10,HTN,13300.0,681900,9069270000,Xây dựng & Đầu tư công
2024-06-10,VNE,5470.0,121800,666246000,Xây dựng & Đầu tư công
2024-06-10,C32,8870.0,8200,72734000,Xây dựng & Đầu tư công
2024-06-10,PLC,28450.0,367230,10447693500,Xây dựng & Đầu tư công
2024-06-10,THD,34800.0,5900,205320000,Xây dựng & Đầu tư công
2024-06-10,HAN,10010.0,100,1001000,Xây dựng & Đầu tư công
2024-06-10,VC7,11970.0,530039,6344566830,Xây dựng & Đầu tư công
2024-06-10,LIG,4000.0,681685,2726740000,Xây dựng & Đầu tư công
2024-06-10,DGC,113320.0,1531800,173583576000,Hóa chất & Nhựa
2024-06-10,DPM,20360.0,3966000,80747760000,Hóa chất & Nhựa
2024-06-10,DCM,34740.0,3595200,124897248000,Hóa chất & Nhựa
2024-06-10,PHR,59340.0,755100,44807634000,Hóa chất & Nhựa
2024-06-10,GVR,35360.0,6186600,218758176000,Hóa chất & Nhựa
2024-06-10,DPR,42200.0,2316300,97747860000,Hóa chất & Nhựa
2024-06-10,TRC,40020.0,7000,280140000,Hóa chất & Nhựa
2024-06-10,DRI,12830.0,1633402,20956547660,Hóa chất & Nhựa
2024-06-10,BFC,34780.0,513600,17863008000,Hóa chất & Nhựa
2024-06-10,LAS,20920.0,547367,11450917640,Hóa chất & Nhựa
2024-06-10,DDV,18140.0,1421050,25777847000,Hóa chất & Nhựa
2024-06-10,CSV,26510.0,422700,11205777000,Hóa chất & Nhựa
2024-06-10,AAA,11190.0,8473100,94813989000,Hóa chất & Nhựa
2024-06-10,APH,10300.0,2551500,26280450000,Hóa chất & Nhựa
2024-06-10,BRC,12440.0,10100,125644000,Hóa chất & Nhựa
2024-06-10,DRC,25930.0,1789900,46412107000,Hóa chất & Nhựa
2024-06-10,CSM,16149.999999999998,63900,1031984999,Hóa chất & Nhựa
2024-06-10,NHH,18200.0,1187500,21612500000,Hóa chất & Nhựa
2024-06-10,PAT,74030.0,25412,1881250360,Hóa chất & Nhựa
2024-06-10,HVN,22810.0,2406400,54889984000,Vận tải & Logistics
2024-06-10,VJC,109000.0,1074400,117109600000,Vận tải & Logistics
2024-06-10,HAH,31220.0,11113000,346947860000,Vận tải & Logistics
2024-06-10,GMD,69720.0,3773300,263074476000,Vận tải & Logistics
2024-06-10,SGN,75540.0,46600,3520164000,Vận tải & Logistics
2024-06-10,ACV,74050.0,508601,37661904050,Vận tải & Logistics
2024-06-10,VOS,17870.0,6523600,116576732000,Vận tải & Logistics
2024-06-10,VTO,13010.0,3260800,42423008000,Vận tải & Logistics
2024-06-10,VIP,15390.0,1482400,22814136000,Vận tải & Logistics
2024-06-10,PVT,24230.0,8624600,208974058000,Vận tải & Logistics
2024-06-10,TCL,35150.0,462400,16253360000,Vận tải & Logistics
2024-06-10,PHP,27140.0,386150,10480111000,Vận tải & Logistics
2024-06-10,SKG,13420.0,773000,10373660000,Vận tải & Logistics
2024-06-10,MVN,22800.0,11132,253809600,Vận tải & Logistics
2024-06-10,SGP,29700.0,891008,26462937600,Vận tải & Logistics
2024-06-10,ILB,23760.0,8000,190080000,Vận tải & Logistics
2024-06-10,VSC,17100.0,22633800,387037980000,Vận tải & Logistics
2024-06-10,SCS,77050.0,232900,17944945000,Vận tải & Logistics
2024-06-10,MWG,61620.0,4849000,298795380000,Bán lẻ & Tiêu dùng
2024-06-10,PNJ,60170.0,700400,42143068000,Bán lẻ & Tiêu dùng
2024-06-10,FRT,137980.0,800700,110480586000,Bán lẻ & Tiêu dùng
2024-06-10,DGW,47260.0,1611400,76154764000,Bán lẻ & Tiêu dùng
2024-06-10,TMT,14650.0,39500,578675000,Bán lẻ & Tiêu dùng
2024-06-10,VEA,37170.0,3627893,134848782810,Bán lẻ & Tiêu dùng
2024-06-10,TLG,38310.0,25700,984567000,Bán lẻ & Tiêu dùng
2024-06-10,RAL,119290.0,13000,1550770000,Bán lẻ & Tiêu dùng
2024-06-10,ITD,14500.0,790600,11463700000,Công nghệ & Viễn thông
2024-06-10,SAM,7800.0,2648700,20659860000,Công nghệ & Viễn thông
2024-06-10,VNZ,555000.0,1697,941835000,Công nghệ & Viễn thông
2024-06-10,VTP,56020.0,1067400,59795748000,Công nghệ & Viễn thông
2024-06-10,CTR,126730.0,446900,56635637000,Công nghệ & Viễn thông
2024-06-10,TCM,43750.0,3701500,161940625000,Dệt may
2024-06-10,TNG,20800.0,6523599,135690859200,Dệt may
2024-06-10,MSH,27610.0,228000,6295080000,Dệt may
2024-06-10,VGT,15960.0,3806482,60751452720,Dệt may
2024-06-10,STK,20930.0,156400,3273452000,Dệt may
2024-06-10,GIL,25110.0,1170500,29391255000,Dệt may
2024-06-10,M10,20720.0,10620,220046400,Dệt may
2024-06-11,CTG,22780.0,10714500,244076310000,Ngân hàng
2024-06-11,BID,38710.0,2535500,98149205000,Ngân hàng
2024-06-11,VPB,17500.0,31079900,543898250000,Ngân hàng
2024-06-11,VCB,57910.0,2252400,130436484000,Ngân hàng
2024-06-11,ACB,20180.0,9200500,185666090000,Ngân hàng
2024-06-11,MBB,14690.0,10558200,155099958000,Ngân hàng
2024-06-11,TCB,24040.0,16586900,398749076000,Ngân hàng
2024-06-11,VIB,15680.0,8505900,133372512000,Ngân hàng
2024-06-11,SSB,18990.0,1541300,29269287000,Ngân hàng
2024-06-11,STB,31200.0,14064100,438799920000,Ngân hàng
2024-06-11,EIB,17420.0,15342100,267259382000,Ngân hàng
2024-06-11,LPB,19350.0,5281000,102187350000,Ngân hàng
2024-06-11,TPB,13130.0,4545700,59685041000,Ngân hàng
2024-06-11,HDB,14540.0,6377300,92725942000,Ngân hàng
2024-06-11,SHB,8460.0,22669000,191779740000,Ngân hàng
2024-06-11,BAB,10680.0,3838,40989840,Ngân hàng
2024-06-11,NAB,8780.0,1285000,11282300000,Ngân hàng
2024-06-11,OCB,11120.0,1488300,16549896000,Ngân hàng
2024-06-11,MSB,9500.0,5060400,48073800000,Ngân hàng
2024-06-11,MBS,20180.0,4662544,94090137920,Dịch vụ Tài chính
2024-06-11,FTS,42600.0,2176200,92706120000,Dịch vụ Tài chính
2024-06-11,HCM,21380.0,8705600,186125728000,Dịch vụ Tài chính
2024-06-11,SHS,16250.0,17182118,279209417500,Dịch vụ Tài chính
2024-06-11,VIX,11760.0,17089900,200977224000,Dịch vụ Tài chính
2024-06-11,BSI,49910.0,1262100,62991411000,Dịch vụ Tài chính
2024-06-11,ORS,14740.0,3724900,54905026000,Dịch vụ Tài chính
2024-06-11,APS,8000.0,1158509,9268072000,Dịch vụ Tài chính
2024-06-11,VDS,21780.0,1533800,33406164000,Dịch vụ Tài chính
2024-06-11,TVS,21320.0,1668800,35578816000,Dịch vụ Tài chính
2024-06-11,DSC,20490.0,878300,17996367000,Dịch vụ Tài chính
2024-06-11,APG,13850.0,87900,1217415000,Dịch vụ Tài chính
2024-06-11,CTS,31510.0,1313300,41382083000,Dịch vụ Tài chính
2024-06-11,SBS,6700.0,821837,5506307900,Dịch vụ Tài chính
2024-06-11,AGR,20900.0,4095900,85604310000,Dịch vụ Tài chính
2024-06-11,BVH,43730.0,1025700,44853861000,Dịch vụ Tài chính
2024-06-11,MIG,18210.0,500000,9105000000,Dịch vụ Tài chính
2024-06-11,BMI,19750.0,770300,15213425000,Dịch vụ Tài chính
2024-06-11,PVI,53310.0,121077,6454614870,Dịch vụ Tài chính
2024-06-11,BIC,18050.0,60800,1097440000,Dịch vụ Tài chính
2024-06-11,HAX,14460.0,1219100,17628186000,Bán lẻ & Tiêu dùng
2024-06-11,SVC,18310.0,200,3662000,Bán lẻ & Tiêu dùng
2024-06-11,DHG,98520.0,28100,2768412000,Y tế & Dược phẩm
2024-06-11,CTF,27540.0,84600,2329884000,Bán lẻ & Tiêu dùng
2024-06-11,AST,58770.0,115000,6758550000,Bán lẻ & Tiêu dùng
2024-06-11,TRA,73580.0,500,36790000,Y tế & Dược phẩm
2024-06-11,IMP,31450.0,86700,2726715000,Y tế & Dược phẩm
2024-06-11,DVN,20750.0,247461,5134815750,Y tế & Dược phẩm
2024-06-11,TNH,14600.0,450900,6583140000,Y tế & Dược phẩm
2024-06-11,PET,30540.0,4251500,129840810000,Bán lẻ & Tiêu dùng
2024-06-11,CMG,56170.0,2251100,126444287000,Công nghệ & Viễn thông
2024-06-11,FPT,107230.0,6327300,678476379000,Công nghệ & Viễn thông
2024-06-11,DCL,29100.0,182500,5310750000,Y tế & Dược phẩm
2024-06-11,DBD,41190.0,69300,2854467000,Y tế & Dược phẩm
2024-06-11,OPC,24450.0,2900,70905000,Y tế & Dược phẩm
2024-06-11,VGI,87680.0,849777,74508447360,Công nghệ & Viễn thông
2024-06-11,FOX,64910.0,367739,23869938490,Công nghệ & Viễn thông
2024-06-11,DHT,41970.0,181089,7600305330,Y tế & Dược phẩm
2024-06-11,JVC,3810.0,895700,3412617000,Y tế & Dược phẩm
2024-06-11,ELC,23690.0,2570200,60888038000,Công nghệ & Viễn thông
2024-06-11,VIC,21600.0,4835000,104436000000,Họ Vingroup
2024-06-11,VHM,38150.0,14398100,549287515000,Họ Vingroup
2024-06-11,VRE,21700.0,11747400,254918580000,Họ Vingroup
2024-06-11,KLB,7760.0,56607,439270320,Ngân hàng
2024-06-11,NVB,9900.0,155712,1541548800,Ngân hàng
2024-06-11,BVB,11180.0,1558571,17424823780,Ngân hàng
2024-06-11,SGB,12490.0,2510,31349900,Ngân hàng
2024-06-11,PGB,12990.0,5897,76602030,Ngân hàng
2024-06-11,ABB,7840.0,1809540,14186793600,Ngân hàng
2024-06-11,VAB,6820.0,856994,5844699080,Ngân hàng
2024-06-11,NVL,14200.0,22983300,326362860000,Bất động sản & KCN
2024-06-11,KDH,30730.0,2550700,78383011000,Bất động sản & KCN
2024-06-11,NLG,38900.0,1520700,59155230000,Bất động sản & KCN
2024-06-11,DXG,13500.0,6084000,82134000000,Bất động sản & KCN
2024-06-11,DIG,23790.0,10426700,248051193000,Bất động sản & KCN
2024-06-11,PDR,23470.0,5432900,127510163000,Bất động sản & KCN
2024-06-11,KBC,31400.0,5831100,183096540000,Bất động sản & KCN
2024-06-11,IDC,50450.0,1868238,94252607100,Bất động sản & KCN
2024-06-11,VGC,52260.0,947700,49526802000,Bất động sản & KCN
2024-06-11,SZC,41500.0,1832300,76040450000,Bất động sản & KCN
2024-06-11,CEO,16670.0,4582253,76386157510,Bất động sản & KCN
2024-06-11,HDG,27710.0,7014600,194374566000,Bất động sản & KCN
2024-06-11,BCM,60900.0,660700,40236630000,Bất động sản & KCN
2024-06-11,NTL,20640.0,520300,10738992000,Bất động sản & KCN
2024-06-11,IJC,12130.0,15203200,184414816000,Bất động sản & KCN
2024-06-11,TDC,9050.0,309300,2799165000,Bất động sản & KCN
2024-06-11,SCR,7090.0,1719000,12187710000,Bất động sản & KCN
2024-06-11,CRE,8090.0,213000,1723170000,Bất động sản & KCN
2024-06-11,KHG,5840.0,3841300,22433192000,Bất động sản & KCN
2024-06-11,HQC,4100.0,5520400,22633640000,Bất động sản & KCN
2024-06-11,TCH,15950.0,9925600,158313320000,Bất động sản & KCN
2024-06-11,DXS,8100.0,3510100,28431810000,Bất động sản & KCN
2024-06-11,NBB,24600.0,30400,747840000,Bất động sản & KCN
2024-06-11,SJS,23760.0,45200,1073952000,Bất động sản & KCN
2024-06-11,SIP,64989.99999999999,987300,64164626999,Bất động sản & KCN
2024-06-11,NTC,211490.0,6600,1395834000,Bất động sản & KCN
2024-06-11,SNZ,35360.0,50400,1782144000,Bất động sản & KCN
2024-06-11,TIG,16300.0,8490847,138400806100,Bất động sản & KCN
2024-06-11,IDV,28900.0,72809,2104180100,Bất động sản & KCN
2024-06-11,DTD,26650.0,2177535,58031307750,Bất động sản & KCN
2024-06-11,L14,37350.0,191846,7165448100,Bất động sản & KCN
2024-06-11,HDC,24060.0,1613300,38815998000,Bất động sản & KCN
2024-06-11,VPI,47810.0,972000,46471320000,Bất động sản & KCN
2024-06-11,TIP,20680.0,501900,10379292000,Bất động sản & KCN
2024-06-11,D2D,30770.0,26300,809251000,Bất động sản & KCN
2024-06-11,QCG,14250.0,926600,13204050000,Bất động sản & KCN
2024-06-11,LHG,34640.0,1349600,46750144000,Bất động sản & KCN
2024-06-11,KOS,39100.0,309000,12081900000,Bất động sản & KCN
2024-06-11,CSC,27770.0,91329,2536206330,Bất động sản & KCN
2024-06-11,SGR,28200.0,81600,2301120000,Bất động sản & KCN
2024-06-11,IDJ,7600.0,2015410,15317116000,Bất động sản & KCN
2024-06-11,AGG,20640.0,2147700,44328528000,Bất động sản & KCN
2024-06-11,CKG,19880.0,353100,7019628000,Bất động sản & KCN
2024-06-11,LDG,2920.0,2164700,6320924000,Bất động sản & KCN
2024-06-11,ITC,11150.0,607300,6771395000,Bất động sản & KCN
2024-06-11,VNM,58920.0,6177100,363954732000,Thực phẩm & Nông nghiệp
2024-06-11,MSN,75800.0,6573500,498271300000,Thực phẩm & Nông nghiệp
2024-06-11,SAB,56940.0,1730800,98551752000,Thực phẩm & Nông nghiệp
2024-06-11,KDC,62740.0,938300,58868942000,Thực phẩm & Nông nghiệp
2024-06-11,QNS,42070.0,1321592,55599375440,Thực phẩm & Nông nghiệp
2024-06-11,DBC,26650.0,3900800,103956320000,Thực phẩm & Nông nghiệp
2024-06-11,PAN,22870.0,2792000,63853040000,Thực phẩm & Nông nghiệp
2024-06-11,BAF,22300.0,3739700,83395310000,Thực phẩm & Nông nghiệp
2024-06-11,VHC,70770.0,1106700,78321159000,Thực phẩm & Nông nghiệp
2024-06-11,ANV,16740.0,2511800,42047532000,Thực phẩm & Nông nghiệp
2024-06-11,IDI,10360.0,2605300,26990908000,Thực phẩm & Nông nghiệp
2024-06-11,FMC,46350.0,35300,1636155000,Thực phẩm & Nông nghiệp
2024-06-11,MPC,17410.0,549644,9569302040,Thực phẩm & Nông nghiệp
2024-06-11,ASM,9960.0,3108700,30962652000,Thực phẩm & Nông nghiệp
2024-06-11,LSS,10500.0,1107500,11628750000,Thực phẩm & Nông nghiệp
2024-06-11,SLS,141730.0,8668,1228515640,Thực phẩm & Nông nghiệp
2024-06-11,MCH,107930.0,174914,18878468020,Thực phẩm & Nông nghiệp
2024-06-11,HAG,14200.0,15706500,223032300000,Thực phẩm & Nông nghiệp
2024-06-11,HNG,5040.0,7542600,38014704000,Thực phẩm & Nông nghiệp
2024-06-11,MML,34700.0,120720,4188984000,Thực phẩm & Nông nghiệp
2024-06-11,VOC,18270.0,29302,535347540,Thực phẩm & Nông nghiệp
2024-06-11,MCM,43920.0,374198,16434776160,Thực phẩm & Nông nghiệp
2024-06-11,VCF,174750.0,1100,192225000,Thực phẩm & Nông nghiệp
2024-06-11,NSC,67440.0,3100,209064000,Thực phẩm & Nông nghiệp
2024-06-11,VLC,21010.0,1484245,31183987450,Thực phẩm & Nông nghiệp
2024-06-11,ACL,12550.0,64000,803200000,Thực phẩm & Nông nghiệp
2024-06-11,CMX,9800.0,1732100,16974580000,Thực phẩm & Nông nghiệp
2024-06-11,APF,50420.0,17410,877812200,Thực phẩm & Nông nghiệp
2024-06-11,HPG,23800.0,26986400,642276320000,Tài nguyên Cơ bản
2024-06-11,HSG,18130.0,16269900,294973287000,Tài nguyên Cơ bản
2024-06-11,NKG,20670.0,11197100,231444057000,Tài nguyên Cơ bản
2024-06-11,SMC,15000.0,1928400,28926000000,Tài nguyên Cơ bản
2024-06-11,TLH,8240.0,2400000,19776000000,Tài nguyên Cơ bản
2024-06-11,KSB,22850.0,2352000,53743200000,Tài nguyên Cơ bản
2024-06-11,DHA,40950.0,75400,3087630000,Tài nguyên Cơ bản
2024-06-11,VLB,32340.000000000004,145192,4695509280,Tài nguyên Cơ bản
2024-06-11,HT1,11830.0,163500,1934205000,Tài nguyên Cơ bản
